<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (Nucleocytoplasmic Transport Proteins)>>	<<48>>
<<Saccharomyces cerevisiae/genetics>>	<<Peptide Termination Factors/*genetics>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<9014-25-9 (RNA, Transfer)>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<0 (peptide-chain-release factor 3)>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<*Peptide Chain Termination, Translational>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<Guanosine Triphosphate/genetics>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<0 (SUP45 protein, S cerevisiae)>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<Protein Biosynthesis/genetics>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<86-01-1 (Guanosine Triphosphate)>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<Protein Binding/genetics>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<Ribosomes/genetics>>	<<1>>
<<Saccharomyces cerevisiae/genetics>>	<<RNA, Transfer/genetics>>	<<1>>
<<Active Transport, Cell Nucleus/genetics>>	<<Ribonucleoproteins/genetics>>	<<1>>
<<Active Transport, Cell Nucleus/genetics>>	<<Cell Nucleus/genetics>>	<<1>>
<<Active Transport, Cell Nucleus/genetics>>	<<RNA/genetics>>	<<1>>
<<Active Transport, Cell Nucleus/genetics>>	<<Nuclear Proteins/*genetics>>	<<1>>
<<Ribonucleoproteins/genetics>>	<<Cell Nucleus/genetics>>	<<1>>
<<Ribonucleoproteins/genetics>>	<<RNA/genetics>>	<<1>>
<<Ribonucleoproteins/genetics>>	<<Nuclear Proteins/*genetics>>	<<1>>
<<Cell Nucleus/genetics>>	<<RNA/genetics>>	<<1>>
<<Cell Nucleus/genetics>>	<<Nuclear Proteins/*genetics>>	<<1>>
<<RNA/genetics>>	<<Nuclear Proteins/*genetics>>	<<1>>
<<RNA/genetics>>	<<Serine-Arginine Splicing Factors/*genetics>>	<<1>>
<<RNA/genetics>>	<<0 (RNA, Long Noncoding)>>	<<1>>
<<RNA/genetics>>	<<Cell Nucleus/*genetics/ultrastructure>>	<<1>>
<<RNA/genetics>>	<<Sub-nuclear compartmentalization>>	<<1>>
<<RNA/genetics>>	<<0 (Proteins)>>	<<1>>
<<RNA/genetics>>	<<Nuclear domain>>	<<1>>
<<RNA/genetics>>	<<Organelles/*genetics/ultrastructure>>	<<1>>
<<RNA/genetics>>	<<Long noncoding RNA>>	<<1>>
<<RNA/genetics>>	<<RNA, Small Nucleolar/genetics>>	<<1>>
<<RNA/genetics>>	<<147153-65-9 (SRSF2 protein, human)>>	<<1>>
<<RNA/genetics>>	<<DNA-Binding Proteins/*genetics>>	<<1>>
<<RNA/genetics>>	<<0 (RNA, Small Nucleolar)>>	<<1>>
<<RNA/genetics>>	<<0 (MALAT1 long non-coding RNA, human)>>	<<1>>
<<RNA/genetics>>	<<Proteins/genetics>>	<<1>>
<<RNA/genetics>>	<<HeLa Cells>>	<<1>>
<<RNA/genetics>>	<<Splicing factor>>	<<1>>
<<RNA/genetics>>	<<RNA, Long Noncoding/*genetics>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<Magnesium/metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<*Nup159>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<DEAD-box RNA Helicases/*metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<Protein Binding>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<Nuclear Pore Complex Proteins/*metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<85287-55-4 (3'-O-(N-methylanthraniloyl)adenosine 5'-diphosphate)>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<*Gle1>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<*DEAD-box protein>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<61D2G4IYVH (Adenosine Diphosphate)>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<*Dbp5>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<ortho-Aminobenzoates/metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<Adenosine Diphosphate/analogs & derivatives/*metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<0 (ortho-Aminobenzoates)>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<*kinetics>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<Nucleocytoplasmic Transport Proteins/*metabolism>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<I38ZP9992A (Magnesium)>>	<<1>>
<<85287-56-5 (3'-O-(N-methylanthraniloyl) ATP)>>	<<RNA/metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<*Nup159>>	<<1>>
<<Magnesium/metabolism>>	<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<DEAD-box RNA Helicases/*metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<Protein Binding>>	<<1>>
<<Magnesium/metabolism>>	<<Nuclear Pore Complex Proteins/*metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<85287-55-4 (3'-O-(N-methylanthraniloyl)adenosine 5'-diphosphate)>>	<<1>>
<<Magnesium/metabolism>>	<<*Gle1>>	<<1>>
<<Magnesium/metabolism>>	<<*DEAD-box protein>>	<<1>>
<<Magnesium/metabolism>>	<<61D2G4IYVH (Adenosine Diphosphate)>>	<<1>>
<<Magnesium/metabolism>>	<<*Dbp5>>	<<1>>
<<Magnesium/metabolism>>	<<ortho-Aminobenzoates/metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<Adenosine Diphosphate/analogs & derivatives/*metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<0 (ortho-Aminobenzoates)>>	<<1>>
<<Magnesium/metabolism>>	<<*kinetics>>	<<1>>
<<Magnesium/metabolism>>	<<Nucleocytoplasmic Transport Proteins/*metabolism>>	<<1>>
<<Magnesium/metabolism>>	<<I38ZP9992A (Magnesium)>>	<<1>>
<<Magnesium/metabolism>>	<<RNA/metabolism>>	<<1>>
<<*Nup159>>	<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<1>>
<<*Nup159>>	<<DEAD-box RNA Helicases/*metabolism>>	<<1>>
<<*Nup159>>	<<Protein Binding>>	<<1>>
<<*Nup159>>	<<Nuclear Pore Complex Proteins/*metabolism>>	<<1>>
<<*Nup159>>	<<85287-55-4 (3'-O-(N-methylanthraniloyl)adenosine 5'-diphosphate)>>	<<1>>
<<*Nup159>>	<<*Gle1>>	<<1>>
<<*Nup159>>	<<*DEAD-box protein>>	<<1>>
<<*Nup159>>	<<61D2G4IYVH (Adenosine Diphosphate)>>	<<1>>
<<*Nup159>>	<<*Dbp5>>	<<1>>
<<*Nup159>>	<<ortho-Aminobenzoates/metabolism>>	<<1>>
<<*Nup159>>	<<Adenosine Diphosphate/analogs & derivatives/*metabolism>>	<<1>>
<<*Nup159>>	<<0 (ortho-Aminobenzoates)>>	<<1>>
<<*Nup159>>	<<*kinetics>>	<<1>>
<<*Nup159>>	<<Nucleocytoplasmic Transport Proteins/*metabolism>>	<<1>>
<<*Nup159>>	<<I38ZP9992A (Magnesium)>>	<<1>>
<<*Nup159>>	<<RNA/metabolism>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<DEAD-box RNA Helicases/*metabolism>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<Protein Binding>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<Nuclear Pore Complex Proteins/*metabolism>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<85287-55-4 (3'-O-(N-methylanthraniloyl)adenosine 5'-diphosphate)>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<*Gle1>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<*DEAD-box protein>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<61D2G4IYVH (Adenosine Diphosphate)>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<*Dbp5>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<ortho-Aminobenzoates/metabolism>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<Adenosine Diphosphate/analogs & derivatives/*metabolism>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<0 (ortho-Aminobenzoates)>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<*kinetics>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<Nucleocytoplasmic Transport Proteins/*metabolism>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<I38ZP9992A (Magnesium)>>	<<1>>
<<Adenosine Triphosphate/analogs & derivatives/metabolism>>	<<RNA/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Nuclear Pore Complex Proteins/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<85287-55-4 (3'-O-(N-methylanthraniloyl)adenosine 5'-diphosphate)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<*Gle1>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<*DEAD-box protein>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<*Dbp5>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<ortho-Aminobenzoates/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Adenosine Diphosphate/analogs & derivatives/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (ortho-Aminobenzoates)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<*kinetics>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<I38ZP9992A (Magnesium)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (Phosphates)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Adenosine Triphosphatases/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Saccharomyces cerevisiae/*enzymology>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Phosphates/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<thermodynamics>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Kinetics>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<RNA/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<mantATP>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<RNA helicase>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<kinetics>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (RBM15 protein, human)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Nuclear Envelope/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<RNA-Binding Proteins/antagonists & inhibitors/chemistry/genetics/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (RBM15B protein, human)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Ribonucleoproteins/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<RNA Splicing>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<*RNA Transport>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<RNA Transport/*physiology>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Nucleocytoplasmic Transport Proteins/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Saccharomyces cerevisiae Proteins/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Nuclear Pore Complex Proteins/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Saccharomyces cerevisiae/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Microscopy, Fluorescence>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (DDX19 protein, mouse)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Mice>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Protein Conformation>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (KPNB1 protein, human)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (MRTFA protein, human)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<*Active Transport, Cell Nucleus>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (Mrtfa protein, mouse)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<beta Karyopherins/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Homeostasis>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (Trans-Activators)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Cytoplasm/metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Trans-Activators/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<HeLa Cells>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<NIH 3T3 Cells>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<0 (beta Karyopherins)>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Ribonucleoproteins/*metabolism>>	<<1>>
<<DEAD-box RNA Helicases/*metabolism>>	<<Adenosine Diphosphate/*metabolism>>	<<1>>
<<Protein Binding>>	<<85287-55-4 (3'-O-(N-methylanthraniloyl)adenosine 5'-diphosphate)>>	<<1>>
<<Protein Binding>>	<<*Gle1>>	<<1>>
<<Protein Binding>>	<<*DEAD-box protein>>	<<1>>
<<Protein Binding>>	<<*Dbp5>>	<<1>>
<<Protein Binding>>	<<ortho-Aminobenzoates/metabolism>>	<<1>>
<<Protein Binding>>	<<Adenosine Diphosphate/analogs & derivatives/*metabolism>>	<<1>>
<<Protein Binding>>	<<0 (ortho-Aminobenzoates)>>	<<1>>
<<Protein Binding>>	<<*kinetics>>	<<1>>
<<Protein Binding>>	<<I38ZP9992A (Magnesium)>>	<<1>>
<<Protein Binding>>	<<RNA, Fungal/*metabolism>>	<<1>>
<<Protein Binding>>	<<Saccharomyces cerevisiae/cytology/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Ribosome Subunits/metabolism>>	<<1>>
<<Protein Binding>>	<<Nuclear Pore Complex Proteins/metabolism>>	<<1>>
<<Protein Binding>>	<<RNA-Binding Proteins/metabolism>>	<<1>>
<<Protein Binding>>	<<Nuclear Proteins/metabolism>>	<<1>>
<<Protein Binding>>	<<25612-73-1 (Adenylyl Imidodiphosphate)>>	<<1>>
<<Protein Binding>>	<<Nucleocytoplasmic Transport Proteins/*chemistry/*metabolism>>	<<1>>
<<Protein Binding>>	<<DEAD-box RNA Helicases/*chemistry/*metabolism>>	<<1>>
<<Protein Binding>>	<<*Protein Structure, Quaternary>>	<<1>>
<<Protein Binding>>	<<Nuclear Pore Complex Proteins/*chemistry/*metabolism>>	<<1>>
<<Protein Binding>>	<<0 (NUP214 protein, human)>>	<<1>>
<<Protein Binding>>	<<Adenylyl Imidodiphosphate/chemistry/metabolism>>	<<1>>
<<Protein Binding>>	<<0 (NUP159 protein, S cerevisiae)>>	<<1>>
<<Protein Binding>>	<<*DEAD-box RNA Helicases/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Adenosine Diphosphate/metabolism>>	<<1>>
<<Protein Binding>>	<<*Nucleocytoplasmic Transport Proteins/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<0 (Nucleotides)>>	<<1>>
<<Protein Binding>>	<<Nucleotides/*metabolism>>	<<1>>
<<Protein Binding>>	<<*Signal Transduction>>	<<1>>
<<Protein Binding>>	<<0 (Son protein, mouse)>>	<<1>>
<<Protein Binding>>	<<Neurons/*metabolism>>	<<1>>
<<Protein Binding>>	<<Nuclear Proteins/chemistry/*genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Leptin/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Mice, Inbred C57BL>>	<<1>>
<<Protein Binding>>	<<Hypothalamus/cytology/*metabolism>>	<<1>>
<<Protein Binding>>	<<Mice, Obese>>	<<1>>
<<Protein Binding>>	<<Ghrelin/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<DNA-Binding Proteins/chemistry/*genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Receptors, Ghrelin/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<0 (Leptin)>>	<<1>>
<<Protein Binding>>	<<0 (Ghrelin)>>	<<1>>
<<Protein Binding>>	<<0 (Receptors, Ghrelin)>>	<<1>>
<<Protein Binding>>	<<Adenosine Triphosphatases/*metabolism>>	<<1>>
<<Protein Binding>>	<<Nucleocytoplasmic Transport Proteins/chemistry/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Protein Structure, Secondary>>	<<1>>
<<Protein Binding>>	<<RNA, Fungal/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<DEAD-box RNA Helicases/chemistry/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Crystallization>>	<<1>>
<<Protein Binding>>	<<Saccharomyces cerevisiae Proteins/chemistry/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<RNA, Messenger/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Binding Sites/genetics>>	<<1>>
<<Protein Binding>>	<<Catalysis>>	<<1>>
<<Protein Binding>>	<<In Situ Hybridization>>	<<1>>
<<Protein Binding>>	<<Saccharomyces cerevisiae/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<X2RN3Q8DNE (Galactose)>>	<<1>>
<<Protein Binding>>	<<Chromosomes/metabolism>>	<<1>>
<<Protein Binding>>	<<Chironomidae/genetics/growth & development/*metabolism>>	<<1>>
<<Protein Binding>>	<<*Nucleocytoplasmic Transport Proteins>>	<<1>>
<<Protein Binding>>	<<Salivary Glands/drug effects/metabolism>>	<<1>>
<<Protein Binding>>	<<DEAD-box RNA Helicases>>	<<1>>
<<Protein Binding>>	<<Galactose/pharmacology>>	<<1>>
<<Protein Binding>>	<<Sequence Alignment>>	<<1>>
<<Protein Binding>>	<<Salivary Proteins and Peptides/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<*RNA Helicases>>	<<1>>
<<Protein Binding>>	<<0 (Insect Proteins)>>	<<1>>
<<Protein Binding>>	<<Insect Proteins/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Larva>>	<<1>>
<<Protein Binding>>	<<Hot Temperature>>	<<1>>
<<Protein Binding>>	<<Adenosine Triphosphatases/genetics/*metabolism>>	<<1>>
<<Protein Binding>>	<<Stress, Physiological/metabolism>>	<<1>>
<<Protein Binding>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<1>>
<<Protein Binding>>	<<0 (Salivary Proteins and Peptides)>>	<<1>>
<<Protein Binding>>	<<Transcription, Genetic/drug effects>>	<<1>>
<<Protein Binding>>	<<Gene Expression Regulation, Developmental/drug effects>>	<<1>>
<<Protein Binding>>	<<Species Specificity>>	<<1>>
<<Protein Binding>>	<<Myeloid-Lymphoid Leukemia Protein/*biosynthesis/genetics>>	<<1>>
<<Protein Binding>>	<<*Transcription, Genetic>>	<<1>>
<<Protein Binding>>	<<0 (Proto-Oncogene Proteins)>>	<<1>>
<<Protein Binding>>	<<Proto-Oncogene Proteins/*genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Histone-Lysine N-Methyltransferase/*biosynthesis/genetics>>	<<1>>
<<Protein Binding>>	<<EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)>>	<<1>>
<<Protein Binding>>	<<DNA-Binding Proteins/biosynthesis/*genetics>>	<<1>>
<<Protein Binding>>	<<0 (MEN1 protein, human)>>	<<1>>
<<Protein Binding>>	<<149025-06-9 (Myeloid-Lymphoid Leukemia Protein)>>	<<1>>
<<Protein Binding>>	<<Methylation>>	<<1>>
<<Protein Binding>>	<<Gene Expression Regulation, Leukemic>>	<<1>>
<<Protein Binding>>	<<Leukemia, Myeloid, Acute/*genetics/pathology>>	<<1>>
<<Protein Binding>>	<<Chromatin/genetics>>	<<1>>
<<Protein Binding>>	<<Alternative Splicing/genetics>>	<<1>>
<<Protein Binding>>	<<0 (KMT2A protein, human)>>	<<1>>
<<Protein Binding>>	<<0 (Protein Isoforms)>>	<<1>>
<<Protein Binding>>	<<Protein Isoforms/genetics>>	<<1>>
<<Protein Binding>>	<<Phytic Acid/metabolism>>	<<1>>
<<Protein Binding>>	<<*Gene Expression Regulation, Enzymologic>>	<<1>>
<<Protein Binding>>	<<DEAD-box RNA Helicases/chemistry/*metabolism>>	<<1>>
<<Protein Binding>>	<<Cell Nucleus/*enzymology>>	<<1>>
<<Protein Binding>>	<<Nucleocytoplasmic Transport Proteins/chemistry/*metabolism>>	<<1>>
<<Protein Binding>>	<<Saccharomyces cerevisiae Proteins/*chemistry/metabolism>>	<<1>>
<<Protein Binding>>	<<4L6452S749 (Inositol)>>	<<1>>
<<Protein Binding>>	<<Nucleocytoplasmic Transport Proteins/metabolism>>	<<1>>
<<Protein Binding>>	<<Protein Biosynthesis>>	<<1>>
<<Protein Binding>>	<<Nuclear Pore Complex Proteins/*chemistry>>	<<1>>
<<Protein Binding>>	<<Kinetics>>	<<1>>
<<Protein Binding>>	<<Inositol/metabolism>>	<<1>>
<<Protein Binding>>	<<Phytic Acid/*chemistry>>	<<1>>
<<Protein Binding>>	<<Conserved Sequence>>	<<1>>
<<Protein Binding>>	<<0 (Polymers)>>	<<1>>
<<Protein Binding>>	<<Surface Properties>>	<<1>>
<<Protein Binding>>	<<Thermodynamics>>	<<1>>
<<Protein Binding>>	<<Nucleocytoplasmic Transport Proteins/*chemistry/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Saccharomyces cerevisiae Proteins/*chemistry/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Saccharomyces cerevisiae/genetics/growth & development>>	<<1>>
<<Protein Binding>>	<<Mutagenesis, Site-Directed>>	<<1>>
<<Protein Binding>>	<<30143-02-3 (polyadenosine)>>	<<1>>
<<Protein Binding>>	<<Adenosine/*chemistry>>	<<1>>
<<Protein Binding>>	<<K72T3FS567 (Adenosine)>>	<<1>>
<<Protein Binding>>	<<RNA, Messenger/*chemistry>>	<<1>>
<<Protein Binding>>	<<RNA-Binding Proteins/*chemistry/genetics/metabolism>>	<<1>>
<<Protein Binding>>	<<Polymers/*chemistry>>	<<1>>
<<Protein Binding>>	<<Amino Acid Substitution>>	<<1>>
<<Protein Binding>>	<<Nuclear Magnetic Resonance, Biomolecular>>	<<1>>
<<Protein Binding>>	<<0 (NUP116 protein, S cerevisiae)>>	<<1>>
<<Protein Binding>>	<<Nuclear Proteins/*metabolism>>	<<1>>
<<Protein Binding>>	<<0 (DDX19 protein, mouse)>>	<<1>>
<<Protein Binding>>	<<0 (KPNB1 protein, human)>>	<<1>>
<<Protein Binding>>	<<0 (MRTFA protein, human)>>	<<1>>
<<Protein Binding>>	<<0 (Mrtfa protein, mouse)>>	<<1>>
<<Protein Binding>>	<<beta Karyopherins/metabolism>>	<<1>>
<<Protein Binding>>	<<Homeostasis>>	<<1>>
<<Protein Binding>>	<<0 (Trans-Activators)>>	<<1>>
<<Protein Binding>>	<<Trans-Activators/*metabolism>>	<<1>>
<<Protein Binding>>	<<NIH 3T3 Cells>>	<<1>>
<<Protein Binding>>	<<0 (beta Karyopherins)>>	<<1>>
<<Protein Binding>>	<<Embryonic Stem Cells/*physiology>>	<<1>>
<<Protein Binding>>	<<RNA Splicing/*physiology>>	<<1>>
<<Protein Binding>>	<<*Gene Regulatory Networks>>	<<1>>
<<Protein Binding>>	<<Transcriptome>>	<<1>>
<<Protein Binding>>	<<Fungal Proteins/*metabolism>>	<<1>>
<<Protein Binding>>	<<Recombinant Proteins/metabolism>>	<<1>>
<<Protein Binding>>	<<Nuclear Pore Complex Proteins>>	<<1>>
<<Protein Binding>>	<<0 (Fungal Proteins)>>	<<1>>
<<Protein Binding>>	<<0 (Gfd1 protein, S cerevisiae)>>	<<1>>
<<Protein Binding>>	<<0 (Recombinant Proteins)>>	<<1>>
<<Protein Binding>>	<<0 (Zbtb7a protein, mouse)>>	<<1>>
<<Protein Binding>>	<<EC 3.5.1.98 (Histone Deacetylases)>>	<<1>>
<<Protein Binding>>	<<Cloning, Molecular>>	<<1>>
<<Protein Binding>>	<<Immunoblotting>>	<<1>>
<<Protein Binding>>	<<Histone Deacetylases/*metabolism>>	<<1>>
<<Protein Binding>>	<<Cartilage/*metabolism>>	<<1>>
<<Protein Binding>>	<<Transcription Factors/*biosynthesis/*genetics>>	<<1>>
<<Protein Binding>>	<<3X2S926L3Z (trichostatin A)>>	<<1>>
<<Protein Binding>>	<<Promoter Regions, Genetic>>	<<1>>
<<Protein Binding>>	<<Hydroxamic Acids/pharmacology>>	<<1>>
<<Protein Binding>>	<<Genes, Reporter>>	<<1>>
<<Protein Binding>>	<<DNA-Binding Proteins/*biosynthesis/*genetics>>	<<1>>
<<Protein Binding>>	<<Transcription, Genetic>>	<<1>>
<<Protein Binding>>	<<Chromatin/metabolism>>	<<1>>
<<Protein Binding>>	<<Magnetics>>	<<1>>
<<Protein Binding>>	<<Alcian Blue/pharmacology>>	<<1>>
<<Protein Binding>>	<<Chondrosarcoma/embryology/metabolism>>	<<1>>
<<Protein Binding>>	<<0 (Hydroxamic Acids)>>	<<1>>
<<Protein Binding>>	<<Immunoprecipitation>>	<<1>>
<<Protein Binding>>	<<Base Sequence>>	<<1>>
<<Protein Binding>>	<<P4448TJR7J (Alcian Blue)>>	<<1>>
<<Protein Binding>>	<<Mice, Inbred C3H>>	<<1>>
<<Protein Binding>>	<<Chromatin Immunoprecipitation>>	<<1>>
<<Protein Binding>>	<<Dose-Response Relationship, Drug>>	<<1>>
<<Protein Binding>>	<<Amino Acid Motifs>>	<<1>>
<<Protein Binding>>	<<Spindle Apparatus/metabolism>>	<<1>>
<<Protein Binding>>	<<Cell Survival>>	<<1>>
<<Protein Binding>>	<<Cytokinesis>>	<<1>>
<<Protein Binding>>	<<*Mitosis>>	<<1>>
<<Protein Binding>>	<<DNA-Binding Proteins/*metabolism>>	<<1>>
<<Protein Binding>>	<<Spliceosomes/*metabolism>>	<<1>>
<<Protein Binding>>	<<EC 2.7.1.- (ARG82 protein, S cerevisiae)>>	<<1>>
<<Protein Binding>>	<<Genotype>>	<<1>>
<<Protein Binding>>	<<Chromatography, High Pressure Liquid>>	<<1>>
